cpu_profile,cpu_profile_scaling_threshold,memory_profile,memory_profile_scaling_threshold,replicas_profile,cpu_search,cpu_search_scaling_threshold,memory_search,memory_search_scaling_threshold,replicas_search,cpu_frontend,cpu_frontend_scaling_threshold,memory_frontend,memory_frontend_scaling_threshold,replicas_frontend,cpu_user,cpu_user_scaling_threshold,memory_user,memory_user_scaling_threshold,replicas_user,cpu_reservation,cpu_reservation_scaling_threshold,memory_reservation,memory_reservation_scaling_threshold,replicas_reservation,cpu_memcached-reserve,cpu_memcached-reserve_scaling_threshold,memory_memcached-reserve,memory_memcached-reserve_scaling_threshold,replicas_memcached-reserve,cpu_rate,cpu_rate_scaling_threshold,memory_rate,memory_rate_scaling_threshold,replicas_rate,cpu_memcached-profile,cpu_memcached-profile_scaling_threshold,memory_memcached-profile,memory_memcached-profile_scaling_threshold,replicas_memcached-profile,cpu_consul,cpu_consul_scaling_threshold,memory_consul,memory_consul_scaling_threshold,replicas_consul,cpu_jaeger,cpu_jaeger_scaling_threshold,memory_jaeger,memory_jaeger_scaling_threshold,replicas_jaeger,cpu_geo,cpu_geo_scaling_threshold,memory_geo,memory_geo_scaling_threshold,replicas_geo,cpu_memcached-rate,cpu_memcached-rate_scaling_threshold,memory_memcached-rate,memory_memcached-rate_scaling_threshold,replicas_memcached-rate,cpu_recommendation,cpu_recommendation_scaling_threshold,memory_recommendation,memory_recommendation_scaling_threshold,replicas_recommendation,time,total_rps," ('/recommendations','GET')_rps","('/recommendations','GET')_p95","('/recommendations','GET')_p99","('/recommendations','GET')_avg"," ('/user','POST')_rps","('/user','POST')_p95","('/user','POST')_p99","('/user','POST')_avg"," ('/hotels','GET')_rps","('/hotels','GET')_p95","('/hotels','GET')_p99","('/hotels','GET')_avg"," ('/reservation','POST')_rps","('/reservation','POST')_p95","('/reservation','POST')_p99","('/reservation','POST')_avg"
24.0,50.0,10.0,50.0,5.0,31.0,50.0,28.0,50.0,8.0,40.0,50.0,27.0,50.0,4.0,1.0,50.0,6.0,50.0,1.0,27.0,50.0,8.0,50.0,6.0,10.0,50.0,3.0,50.0,1.0,16.0,50.0,16.0,50.0,5.0,15.0,50.0,4.0,50.0,1.0,3.0,50.0,34.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,25.0,50.0,22.0,50.0,5.0,11.0,50.0,3.0,50.0,1.0,30.0,50.0,8.0,50.0,2.0,89m,237.9,91.3,11527.9,11868.5,5584.2,1.7,11524.1,11871.8,5596.2,143.6,11527.9,11869.2,5593.9,1.3,11524.2,11865.3,5599.0
18.0,50.0,10.0,50.0,5.0,16.0,50.0,24.0,50.0,8.0,34.0,50.0,26.0,50.0,4.0,1.0,50.0,6.0,50.0,1.0,19.0,50.0,8.0,50.0,4.0,7.0,50.0,3.0,50.0,1.0,23.0,50.0,16.0,50.0,3.0,4.0,50.0,4.0,50.0,1.0,3.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,16.0,50.0,23.0,50.0,4.0,4.0,50.0,3.0,50.0,1.0,13.0,50.0,8.0,50.0,2.0,90m,603.3,236.6,11527.7,11868.4,5578.9,2.7,11523.7,11871.7,5591.1,360.7,11527.8,11869.1,5588.5,3.3,11524.1,11865.3,5592.9
18.0,50.0,10.0,50.0,5.0,20.0,50.0,24.0,50.0,8.0,27.0,50.0,26.0,50.0,4.0,1.0,50.0,5.0,50.0,1.0,22.0,50.0,7.0,50.0,4.0,9.0,50.0,3.0,50.0,1.0,26.0,50.0,16.0,50.0,3.0,7.0,50.0,4.0,50.0,1.0,3.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,19.0,50.0,23.0,50.0,4.0,5.0,50.0,3.0,50.0,1.0,15.0,50.0,8.0,50.0,2.0,90m,1963.2,757.9,11527.2,11867.7,5571.9,8.9,11522.4,11871.5,5583.9,1187.2,11527.3,11868.6,5581.5,9.3,11523.5,11864.8,5586.9
32.0,50.0,10.0,50.0,5.0,32.0,50.0,25.0,50.0,8.0,27.0,50.0,26.0,50.0,4.0,2.0,50.0,5.0,50.0,1.0,33.0,50.0,8.0,50.0,4.0,15.0,50.0,3.0,50.0,1.0,37.0,50.0,16.0,50.0,3.0,14.0,50.0,4.0,50.0,1.0,3.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,31.0,50.0,23.0,50.0,4.0,10.0,50.0,3.0,50.0,1.0,19.0,50.0,8.0,50.0,2.0,90m,1238.2,478.7,11526.7,11867.5,5564.0,6.7,11520.2,11871.0,5573.3,747.9,11526.9,11868.2,5573.3,4.9,11523.1,11864.2,5581.3
24.0,50.0,10.0,50.0,5.0,22.0,50.0,24.0,50.0,8.0,29.0,50.0,26.0,50.0,4.0,1.0,50.0,6.0,50.0,1.0,25.0,50.0,8.0,50.0,4.0,9.0,50.0,3.0,50.0,1.0,30.0,50.0,16.0,50.0,3.0,7.0,50.0,4.0,50.0,1.0,3.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,23.0,50.0,23.0,50.0,4.0,6.0,50.0,3.0,50.0,1.0,14.0,50.0,8.0,50.0,2.0,90m,642.0,252.5,11526.5,11867.4,5557.5,3.7,11519.9,11870.9,5566.0,382.9,11526.6,11868.0,5567.0,3.0,11522.9,11863.7,5575.4
14.0,50.0,10.0,50.0,5.0,15.0,50.0,24.0,50.0,8.0,33.0,50.0,26.0,50.0,4.0,1.0,50.0,6.0,50.0,1.0,17.0,50.0,7.0,50.0,4.0,6.0,50.0,3.0,50.0,1.0,21.0,50.0,16.0,50.0,3.0,5.0,50.0,4.0,50.0,1.0,3.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,14.0,50.0,22.0,50.0,4.0,4.0,50.0,3.0,50.0,1.0,11.0,50.0,8.0,50.0,2.0,91m,556.9,214.1,11526.2,11867.1,5552.2,1.5,11519.7,11870.8,5563.1,339.1,11526.4,11867.9,5561.5,2.3,11522.9,11863.3,5570.8
16.0,50.0,10.0,50.0,5.0,14.0,50.0,24.0,50.0,8.0,33.0,50.0,26.0,50.0,4.0,1.0,50.0,6.0,50.0,1.0,18.0,50.0,7.0,50.0,4.0,7.0,50.0,3.0,50.0,1.0,18.0,50.0,16.0,50.0,3.0,5.0,50.0,4.0,50.0,1.0,3.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,15.0,50.0,22.0,50.0,4.0,6.0,50.0,3.0,50.0,1.0,10.0,50.0,8.0,50.0,2.0,91m,485.9,185.7,11526.0,11867.0,5547.6,2.1,11519.1,11870.8,5558.9,295.6,11526.2,11867.7,5556.7,2.4,11522.6,11863.0,5565.9
15.0,50.0,10.0,50.0,5.0,15.0,50.0,24.0,50.0,8.0,27.0,50.0,26.0,50.0,4.0,1.0,50.0,6.0,50.0,1.0,15.0,50.0,8.0,50.0,4.0,6.0,50.0,3.0,50.0,1.0,17.0,50.0,16.0,50.0,3.0,4.0,50.0,4.0,50.0,1.0,3.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,13.0,50.0,22.0,50.0,4.0,5.0,50.0,3.0,50.0,1.0,9.0,50.0,8.0,50.0,2.0,91m,444.1,176.2,11525.9,11866.8,5543.4,1.7,11518.9,11870.7,5555.8,264.3,11526.0,11867.6,5552.6,1.9,11522.4,11862.8,5562.1
12.0,50.0,10.0,50.0,5.0,13.0,50.0,25.0,50.0,8.0,27.0,50.0,26.0,50.0,4.0,1.0,50.0,6.0,50.0,1.0,14.0,50.0,7.0,50.0,4.0,6.0,50.0,3.0,50.0,1.0,16.0,50.0,16.0,50.0,3.0,3.0,50.0,3.0,50.0,1.0,3.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,12.0,50.0,23.0,50.0,4.0,3.0,50.0,3.0,50.0,1.0,9.0,50.0,8.0,50.0,2.0,91m,416.1,163.9,11525.7,11866.5,5539.5,1.7,11518.5,11870.7,5552.6,248.3,11525.9,11867.6,5548.7,2.3,11522.4,11862.5,5557.9
14.0,50.0,10.0,50.0,5.0,12.0,50.0,24.0,50.0,8.0,27.0,50.0,26.0,50.0,4.0,0.0,50.0,6.0,50.0,1.0,13.0,50.0,7.0,50.0,4.0,5.0,50.0,3.0,50.0,1.0,15.0,50.0,16.0,50.0,3.0,3.0,50.0,4.0,50.0,1.0,4.0,50.0,30.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,11.0,50.0,23.0,50.0,4.0,4.0,50.0,3.0,50.0,1.0,9.0,50.0,8.0,50.0,2.0,92m,394.2,156.3,11525.6,11866.3,5535.9,1.7,11517.7,11870.6,5549.3,234.1,11525.8,11867.4,5545.2,2.1,11522.0,11862.1,5554.2
12.0,50.0,10.0,50.0,5.0,11.0,50.0,24.0,50.0,8.0,0.0,50.0,4.0,50.0,4.0,0.0,50.0,6.0,50.0,1.0,14.0,50.0,7.0,50.0,4.0,5.0,50.0,3.0,50.0,1.0,16.0,50.0,16.0,50.0,3.0,4.0,50.0,3.0,50.0,1.0,4.0,50.0,30.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,10.0,50.0,22.0,50.0,4.0,4.0,50.0,3.0,50.0,1.0,8.0,50.0,8.0,50.0,2.0,92m,347.6,134.1,11525.5,11866.1,5532.9,1.9,11517.2,11870.6,5545.8,209.6,11525.7,11867.3,5542.2,1.9,11521.8,11861.7,5550.8
13.0,50.0,10.0,50.0,5.0,11.0,50.0,24.0,50.0,8.0,0.0,50.0,4.0,50.0,4.0,2.0,50.0,5.0,50.0,1.0,14.0,50.0,7.0,50.0,4.0,6.0,50.0,3.0,50.0,1.0,13.0,50.0,16.0,50.0,3.0,0.0,50.0,3.0,50.0,1.0,4.0,50.0,31.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,10.0,50.0,22.0,50.0,4.0,4.0,50.0,3.0,50.0,1.0,11.0,50.0,8.0,50.0,2.0,92m,327.9,129.1,11525.4,11865.9,5530.0,1.8,11517.1,11870.5,5542.4,195.5,11525.6,11867.2,5539.3,1.5,11521.7,11861.4,5548.1
2.0,50.0,9.0,50.0,5.0,3.0,50.0,24.0,50.0,8.0,0.0,50.0,3.0,50.0,4.0,0.0,50.0,5.0,50.0,1.0,0.0,50.0,7.0,50.0,4.0,2.0,50.0,3.0,50.0,1.0,0.0,50.0,15.0,50.0,3.0,0.0,50.0,3.0,50.0,1.0,4.0,50.0,31.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,0.0,50.0,22.0,50.0,4.0,0.0,50.0,3.0,50.0,1.0,2.0,50.0,7.0,50.0,2.0,92m,293.9,111.1,11525.3,11865.8,5527.6,1.3,11516.9,11870.5,5540.3,180.7,11525.5,11867.1,5536.8,0.9,11521.7,11861.2,5546.9
0.0,50.0,9.0,50.0,5.0,0.0,50.0,23.0,50.0,8.0,0.0,50.0,3.0,50.0,4.0,0.0,50.0,5.0,50.0,1.0,0.0,50.0,7.0,50.0,4.0,0.0,50.0,3.0,50.0,1.0,0.0,50.0,15.0,50.0,3.0,0.0,50.0,3.0,50.0,1.0,3.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,0.0,50.0,22.0,50.0,4.0,0.0,50.0,3.0,50.0,1.0,0.0,50.0,7.0,50.0,2.0,93m,297.4,114.1,11525.1,11865.7,5525.1,1.5,11516.5,11870.4,5537.5,180.1,11525.3,11867.0,5534.2,1.8,11521.3,11861.0,5543.6
0.0,50.0,9.0,50.0,5.0,0.0,50.0,23.0,50.0,8.0,0.0,50.0,3.0,50.0,4.0,0.0,50.0,5.0,50.0,1.0,0.0,50.0,7.0,50.0,4.0,0.0,50.0,3.0,50.0,1.0,0.0,50.0,15.0,50.0,3.0,0.0,50.0,3.0,50.0,1.0,3.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,0.0,50.0,22.0,50.0,4.0,0.0,50.0,3.0,50.0,1.0,0.0,50.0,7.0,50.0,2.0,93m,1959.5,754.7,1043.1,1128.4,280.7,10.1,964.9,1084.2,290.1,1184.3,1040.4,1128.6,281.5,10.3,919.8,1103.6,254.5
0.0,50.0,9.0,50.0,5.0,0.0,50.0,24.0,50.0,8.0,0.0,50.0,3.0,50.0,4.0,0.0,50.0,5.0,50.0,1.0,0.0,50.0,7.0,50.0,4.0,0.0,50.0,3.0,50.0,1.0,0.0,50.0,15.0,50.0,3.0,0.0,50.0,3.0,50.0,1.0,4.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,0.0,50.0,22.0,50.0,4.0,0.0,50.0,3.0,50.0,1.0,0.0,50.0,7.0,50.0,2.0,93m,1988.5,777.4,892.0,1093.2,192.5,10.2,877.3,1079.0,195.5,1191.1,896.2,1091.8,194.3,9.7,814.3,1084.7,179.6
0.0,50.0,9.0,50.0,5.0,0.0,50.0,23.0,50.0,8.0,0.0,50.0,3.0,50.0,4.0,0.0,50.0,5.0,50.0,1.0,0.0,50.0,7.0,50.0,4.0,0.0,50.0,3.0,50.0,1.0,0.0,50.0,15.0,50.0,3.0,0.0,50.0,3.0,50.0,1.0,4.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,0.0,50.0,22.0,50.0,4.0,0.0,50.0,3.0,50.0,1.0,0.0,50.0,7.0,50.0,2.0,93m,2004.1,781.7,741.7,1081.0,173.6,11.3,740.8,1072.9,173.3,1201.2,755.9,1079.3,174.9,9.9,675.4,1041.4,165.2
0.0,50.0,9.0,50.0,5.0,0.0,50.0,23.0,50.0,8.0,0.0,50.0,3.0,50.0,4.0,0.0,50.0,5.0,50.0,1.0,0.0,50.0,7.0,50.0,4.0,0.0,50.0,3.0,50.0,1.0,0.0,50.0,15.0,50.0,3.0,0.0,50.0,3.0,50.0,1.0,3.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,0.0,50.0,22.0,50.0,4.0,0.0,50.0,3.0,50.0,1.0,0.0,50.0,7.0,50.0,2.0,94m,1999.6,781.3,618.7,1065.1,162.1,11.1,640.5,996.6,161.6,1197.7,631.0,1058.0,163.2,9.5,541.8,936.1,156.5
0.0,50.0,9.0,50.0,5.0,0.0,50.0,24.0,50.0,8.0,0.0,50.0,3.0,50.0,4.0,0.0,50.0,5.0,50.0,1.0,0.0,50.0,7.0,50.0,4.0,0.0,50.0,3.0,50.0,1.0,0.0,50.0,15.0,50.0,3.0,0.0,50.0,3.0,50.0,1.0,3.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,0.0,50.0,21.0,50.0,4.0,0.0,50.0,3.0,50.0,1.0,0.0,50.0,7.0,50.0,2.0,94m,1998.9,784.5,481.9,1038.6,160.1,11.1,480.4,952.1,159.2,1193.3,489.4,1038.8,161.0,9.9,458.8,922.2,154.9
0.0,50.0,8.0,50.0,5.0,1.0,50.0,20.0,50.0,8.0,0.0,50.0,3.0,50.0,4.0,0.0,50.0,5.0,50.0,1.0,0.0,50.0,7.0,50.0,4.0,0.0,50.0,3.0,50.0,1.0,0.0,50.0,14.0,50.0,3.0,0.0,50.0,3.0,50.0,1.0,3.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,0.0,50.0,19.0,50.0,4.0,0.0,50.0,3.0,50.0,1.0,0.0,50.0,7.0,50.0,2.0,94m,1994.1,781.7,382.2,997.3,157.9,9.1,409.6,926.9,157.1,1193.5,388.2,999.7,158.7,9.9,437.9,899.4,153.6
0.0,50.0,7.0,50.0,5.0,2.0,50.0,19.0,50.0,8.0,2.0,50.0,6.0,50.0,4.0,0.0,50.0,5.0,50.0,1.0,1.0,50.0,7.0,50.0,4.0,0.0,50.0,3.0,50.0,1.0,1.0,50.0,14.0,50.0,3.0,10.0,50.0,4.0,50.0,1.0,3.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,1.0,50.0,18.0,50.0,4.0,0.0,50.0,3.0,50.0,1.0,2.0,50.0,6.0,50.0,2.0,94m,2004.7,787.5,276.3,960.3,156.8,10.5,296.4,923.2,155.8,1198.2,285.5,961.3,157.5,8.5,362.3,889.1,153.1
18.0,50.0,8.0,50.0,4.0,69.0,50.0,25.0,50.0,6.0,116.0,50.0,34.0,50.0,3.0,3.0,50.0,6.0,50.0,1.0,21.0,50.0,8.0,50.0,3.0,2.0,50.0,3.0,50.0,1.0,53.0,50.0,16.0,50.0,3.0,9.0,50.0,3.0,50.0,1.0,6.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,20.0,50.0,20.0,50.0,3.0,7.0,50.0,3.0,50.0,1.0,4.0,50.0,7.0,50.0,1.0,95m,2000.3,767.6,219.8,940.8,155.7,10.9,237.2,913.6,154.7,1211.3,223.1,942.3,156.3,10.5,240.9,865.5,152.3
38.0,50.0,9.0,50.0,3.0,81.0,50.0,17.0,50.0,9.0,168.0,50.0,34.0,50.0,6.0,3.0,50.0,5.0,50.0,1.0,55.0,50.0,9.0,50.0,2.0,17.0,50.0,3.0,50.0,1.0,85.0,50.0,13.0,50.0,3.0,8.0,50.0,3.0,50.0,1.0,3.0,50.0,32.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,71.0,50.0,19.0,50.0,2.0,19.0,50.0,3.0,50.0,1.0,61.0,50.0,9.0,50.0,1.0,95m,2002.3,789.5,206.0,913.6,155.2,11.4,204.4,886.2,154.4,1191.5,207.3,918.2,155.7,9.9,205.9,838.0,152.0
39.0,50.0,8.0,50.0,3.0,61.0,50.0,16.0,50.0,9.0,175.0,50.0,16.0,50.0,11.0,3.0,50.0,6.0,50.0,1.0,92.0,50.0,9.0,50.0,2.0,19.0,50.0,3.0,50.0,1.0,72.0,50.0,13.0,50.0,6.0,9.0,50.0,4.0,50.0,1.0,4.0,50.0,36.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,83.0,50.0,19.0,50.0,3.0,16.0,50.0,3.0,50.0,1.0,61.0,50.0,9.0,50.0,2.0,95m,2001.1,783.7,201.7,887.8,154.5,10.7,198.2,873.5,153.5,1197.0,202.4,895.4,155.1,9.6,199.7,815.2,151.9
35.0,50.0,9.0,50.0,3.0,57.0,50.0,17.0,50.0,9.0,103.0,50.0,10.0,50.0,11.0,2.0,50.0,6.0,50.0,1.0,57.0,50.0,9.0,50.0,4.0,13.0,50.0,3.0,50.0,1.0,55.0,50.0,10.0,50.0,6.0,7.0,50.0,4.0,50.0,1.0,4.0,50.0,36.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,89.0,50.0,15.0,50.0,3.0,16.0,50.0,3.0,50.0,1.0,44.0,50.0,7.0,50.0,2.0,95m,1994.2,782.9,199.1,863.5,154.1,9.3,197.0,830.9,153.0,1193.1,199.7,879.7,154.6,8.9,197.3,745.2,151.9
41.0,50.0,9.0,50.0,3.0,49.0,50.0,18.0,50.0,11.0,49.0,50.0,11.0,50.0,11.0,2.0,50.0,6.0,50.0,1.0,50.0,50.0,8.0,50.0,4.0,19.0,50.0,3.0,50.0,1.0,45.0,50.0,11.0,50.0,6.0,7.0,50.0,4.0,50.0,1.0,3.0,50.0,38.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,66.0,50.0,17.0,50.0,4.0,21.0,50.0,3.0,50.0,1.0,31.0,50.0,7.0,50.0,2.0,96m,2005.1,784.7,197.2,828.9,153.7,9.9,196.2,806.9,152.6,1200.0,197.7,851.0,154.1,10.5,195.6,737.4,151.9
42.0,50.0,9.0,50.0,3.0,55.0,50.0,17.0,50.0,11.0,58.0,50.0,10.0,50.0,11.0,3.0,50.0,6.0,50.0,1.0,63.0,50.0,8.0,50.0,4.0,19.0,50.0,3.0,50.0,1.0,51.0,50.0,10.0,50.0,6.0,7.0,50.0,4.0,50.0,1.0,4.0,50.0,36.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,89.0,50.0,15.0,50.0,4.0,19.0,50.0,3.0,50.0,1.0,33.0,50.0,8.0,50.0,2.0,96m,1993.1,786.7,195.8,785.7,153.3,8.9,195.5,799.5,152.5,1187.5,196.3,814.7,153.8,10.1,194.6,729.6,151.5
42.0,50.0,9.0,50.0,3.0,49.0,50.0,18.0,50.0,11.0,49.0,50.0,10.0,50.0,11.0,3.0,50.0,5.0,50.0,1.0,50.0,50.0,8.0,50.0,4.0,20.0,50.0,3.0,50.0,1.0,45.0,50.0,11.0,50.0,6.0,7.0,50.0,3.0,50.0,1.0,4.0,50.0,38.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,72.0,50.0,16.0,50.0,4.0,21.0,50.0,3.0,50.0,1.0,32.0,50.0,7.0,50.0,2.0,96m,2004.0,793.7,194.5,758.8,153.0,10.0,195.3,758.6,152.3,1191.0,195.0,779.2,153.4,9.3,192.6,715.2,151.4
42.0,50.0,9.0,50.0,3.0,50.0,50.0,19.0,50.0,11.0,49.0,50.0,11.0,50.0,11.0,3.0,50.0,6.0,50.0,1.0,51.0,50.0,8.0,50.0,4.0,19.0,50.0,3.0,50.0,1.0,46.0,50.0,11.0,50.0,6.0,7.0,50.0,3.0,50.0,1.0,3.0,50.0,40.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,43.0,50.0,15.0,50.0,6.0,21.0,50.0,3.0,50.0,1.0,32.0,50.0,7.0,50.0,2.0,97m,2001.3,788.7,194.4,737.7,152.9,10.5,194.6,741.4,152.2,1189.3,194.9,755.3,153.2,12.8,191.7,676.1,151.3
42.0,50.0,9.0,50.0,3.0,50.0,50.0,19.0,50.0,11.0,49.0,50.0,11.0,50.0,11.0,2.0,50.0,5.0,50.0,1.0,50.0,50.0,8.0,50.0,4.0,19.0,50.0,3.0,50.0,1.0,47.0,50.0,11.0,50.0,6.0,7.0,50.0,3.0,50.0,1.0,3.0,50.0,40.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,43.0,50.0,15.0,50.0,6.0,21.0,50.0,3.0,50.0,1.0,32.0,50.0,8.0,50.0,2.0,97m,1998.9,774.7,193.7,709.5,152.6,9.7,194.1,739.9,151.8,1204.1,194.1,734.7,153.0,10.3,191.4,648.2,151.2
42.0,50.0,9.0,50.0,3.0,49.0,50.0,19.0,50.0,11.0,49.0,50.0,11.0,50.0,11.0,3.0,50.0,6.0,50.0,1.0,51.0,50.0,8.0,50.0,4.0,20.0,50.0,3.0,50.0,1.0,46.0,50.0,11.0,50.0,6.0,7.0,50.0,3.0,50.0,1.0,3.0,50.0,38.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,64.0,50.0,16.0,50.0,6.0,22.0,50.0,3.0,50.0,1.0,31.0,50.0,7.0,50.0,2.0,97m,2003.3,785.1,193.4,675.6,152.6,9.9,193.5,734.9,151.9,1197.6,193.7,704.4,152.9,10.8,190.6,603.1,151.2
41.0,50.0,9.0,50.0,3.0,49.0,50.0,19.0,50.0,11.0,49.0,50.0,11.0,50.0,11.0,3.0,50.0,6.0,50.0,1.0,51.0,50.0,8.0,50.0,4.0,20.0,50.0,3.0,50.0,1.0,46.0,50.0,11.0,50.0,6.0,7.0,50.0,4.0,50.0,1.0,5.0,50.0,40.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,59.0,50.0,15.0,50.0,6.0,21.0,50.0,3.0,50.0,1.0,32.0,50.0,7.0,50.0,2.0,97m,1996.7,780.6,192.7,659.7,152.4,10.4,192.1,709.2,151.8,1195.1,193.0,674.6,152.7,10.7,190.2,573.5,151.0
42.0,50.0,9.0,50.0,3.0,49.0,50.0,19.0,50.0,11.0,49.0,50.0,11.0,50.0,11.0,3.0,50.0,6.0,50.0,1.0,50.0,50.0,8.0,50.0,4.0,18.0,50.0,3.0,50.0,1.0,46.0,50.0,11.0,50.0,6.0,7.0,50.0,4.0,50.0,1.0,3.0,50.0,40.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,43.0,50.0,15.0,50.0,6.0,21.0,50.0,3.0,50.0,1.0,32.0,50.0,8.0,50.0,2.0,98m,1999.7,786.7,193.2,636.1,152.6,8.6,193.0,678.1,152.0,1193.7,193.3,656.7,152.9,10.7,190.8,554.1,151.2
42.0,50.0,9.0,50.0,3.0,49.0,50.0,19.0,50.0,11.0,49.0,50.0,11.0,50.0,11.0,3.0,50.0,5.0,50.0,1.0,51.0,50.0,8.0,50.0,4.0,18.0,50.0,3.0,50.0,1.0,46.0,50.0,11.0,50.0,6.0,7.0,50.0,4.0,50.0,1.0,3.0,50.0,40.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,43.0,50.0,15.0,50.0,6.0,22.0,50.0,3.0,50.0,1.0,31.0,50.0,8.0,50.0,2.0,98m,1993.6,780.1,193.1,611.8,152.5,9.4,192.1,650.5,151.9,1193.6,193.2,630.7,152.8,10.5,190.7,536.1,151.2
42.0,50.0,9.0,50.0,3.0,49.0,50.0,19.0,50.0,11.0,49.0,50.0,11.0,50.0,11.0,2.0,50.0,6.0,50.0,1.0,49.0,50.0,8.0,50.0,4.0,19.0,50.0,3.0,50.0,1.0,46.0,50.0,11.0,50.0,6.0,7.0,50.0,3.0,50.0,1.0,3.0,50.0,40.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,43.0,50.0,15.0,50.0,6.0,21.0,50.0,3.0,50.0,1.0,32.0,50.0,7.0,50.0,2.0,98m,2011.4,780.1,192.3,583.7,151.7,10.3,190.5,640.5,150.9,1210.3,192.4,602.2,152.0,10.7,190.4,528.6,150.6
43.0,50.0,8.0,50.0,3.0,50.0,50.0,19.0,50.0,11.0,48.0,50.0,11.0,50.0,11.0,3.0,50.0,6.0,50.0,1.0,51.0,50.0,8.0,50.0,4.0,19.0,50.0,3.0,50.0,1.0,46.0,50.0,11.0,50.0,6.0,7.0,50.0,4.0,50.0,1.0,3.0,50.0,39.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,43.0,50.0,15.0,50.0,6.0,21.0,50.0,3.0,50.0,1.0,32.0,50.0,8.0,50.0,2.0,98m,2000.1,789.3,191.3,556.2,150.6,8.9,189.1,629.2,149.9,1192.3,191.4,571.6,150.8,9.5,189.3,503.9,149.5
41.0,50.0,9.0,50.0,3.0,49.0,50.0,19.0,50.0,11.0,49.0,50.0,11.0,50.0,11.0,3.0,50.0,6.0,50.0,1.0,51.0,50.0,8.0,50.0,4.0,19.0,50.0,3.0,50.0,1.0,47.0,50.0,11.0,50.0,6.0,7.0,50.0,4.0,50.0,1.0,3.0,50.0,39.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,43.0,50.0,15.0,50.0,6.0,21.0,50.0,3.0,50.0,1.0,32.0,50.0,7.0,50.0,2.0,99m,2000.9,787.3,190.4,532.0,149.6,9.8,188.7,619.7,149.1,1193.1,190.6,534.8,149.9,10.6,188.6,485.7,148.8
42.0,50.0,8.0,50.0,3.0,49.0,50.0,19.0,50.0,11.0,48.0,50.0,11.0,50.0,11.0,3.0,50.0,6.0,50.0,1.0,51.0,50.0,8.0,50.0,4.0,19.0,50.0,3.0,50.0,1.0,46.0,50.0,11.0,50.0,6.0,7.0,50.0,3.0,50.0,1.0,3.0,50.0,33.0,50.0,2.0,0.0,50.0,6.0,50.0,1.0,43.0,50.0,15.0,50.0,6.0,21.0,50.0,3.0,50.0,1.0,31.0,50.0,8.0,50.0,2.0,99m,1997.3,785.5,189.9,506.8,148.8,10.2,188.5,564.6,148.3,1192.5,190.1,522.5,149.1,9.1,187.7,474.6,147.8
